"HolderAddress","Balance","PendingBalanceUpdate"
"0x5069d8ea7de9cc9f756f534ae3ea14a38c5670b6","2,584,287,968.822394536168572672","No"
"0x362b575faf3e77d5ad8cad0b7512310c39920702","2,559,362,128.867121872575458282","No"
"0xe1fdcff894d6c4cc4c21edaf01aaad75aa1789fa","2,554,252,746.179784160981183195","No"
"0xe3502b9eb2cff7149b4a4a953cdf1bbe3bce76f5","2,536,690,765.276083005966258369","No"
"0xc39947bd6b997611e7b5bb47d80569aa2140798c","2,527,007,767.5122246982","No"
"0xb7e3632af81d3e91a5328906258d7bfff7ef5281","2,512,695,629.914779320737397642","No"
"0x2f177f79a078efbb8cc329b96de4fe55f534a138","2,435,557,093.470883252155803236","No"
"0x5775b40ec03c18cfe8698768fae02e599ac2e4f4","2,405,898,121.730428702468107368","No"
"0xd53366c42a1c95af36daef21fc86ce3fd0cae0a3","2,401,176,166.064977535516140531","No"
"0x90424cff8f0565bb304a12a81996acb701ed2bbf","2,386,641,479.389271810454612562","No"
"0x3bfe11a419f84a2f658d1ea7fddb2a4027aea4f3","2,373,418,115.13297852444740075","No"
"0xfe024bc8c725933571edc085f031e1bb189546d8","2,327,470,014.073256668468038096","No"
"0xdf062160cfd28ed19e5d1e8967819124e204dac6","2,303,943,739.270395156512914918","No"
"0x1b5bf703d799d7a0b21874babfb97808ec6da16d","2,284,389,533.517753588866646488","No"
"0x7dc21ed2835e41de1e1a7934f6fcc12616dd5de0","2,276,485,952.8959469044","No"
"0x4eeba2c5aa79b175b9a48b48e165e43b30ee7dc5","2,239,468,447.131102060155940268","No"
"0x6cbf8b4bfcbc787b067dba8bace8bb6aea2fbee6","2,226,585,292.252627390069639971","No"
"0xa401115bf16c8ac6b00a96167a2ac2a1335593df","2,191,199,980","No"
"0xfc1584b3d917b0487088d825cdb9f9297ba7225f","2,154,477,093.529040588131743396","No"
"0x7f04a75fc7f4e074cf13264b937e74eddb669c80","2,129,978,024.004167369922254746","No"
"0x0e294f0d16b23a641788f34ca7838a916607a1d1","2,127,344,781.117285407368577672","No"
"0x2073dd884931e5a2b5406afd919909a355569937","2,114,930,609.427092928739458362","No"
"0x136b2704948545aa62f8a31f160be476ad8abaed","2,100,896,669.829000173894767141","No"
"0x73f2d115c2cbaa3b5f477a78f7a7cd348d8b70a2","2,080,239,136.649679663024289982","No"
"0x854162c58961027a1e117cc2a0d6add1ea863727","2,075,905,465.44153840896","No"
"0xb0ab978f0be887d8abeee659827f445b685a1a2f","2,061,803,947.511214019858749784","No"
"0xfe18dbe8d9d29bf1afecb2647541801159f4cb13","2,058,761,495.68860118576159588","No"
"0x1b008e803f64ed51b71d78cd25b83755ff0e5ee4","2,031,584,742.920692984478048162","No"
"0x5b8235604885b9fb34e6dde5d8b47fb92c0371a9","2,021,779,953.575290684698055241","No"
"0xf51dbcbd461bcfb5eb9d6ffda1307b845e09bed3","2,016,602,815.749099661503704269","No"
"0x30dcd09d009f0ae526679e8ec21eab6174b5542e","2,014,348,999.493648413087906179","No"
"0xafcc61eafcaa3b823af791ede3612ee857b9ce5a","2,001,517,921.67742988084","No"
"0x1b54a217c78f4628f935825344a71e2a964494e7","2,000,059,380.212353180080168345","No"
"0xde77d38bdb22549f2894bc6cfb2e2cdcb67c554b","2,000,000,000","No"
"0x4958fe308abb99da6d24b19087441520bf188139","1,997,148,473.212072760553338207","No"
"0xa2592e34b060afc49708b181e17be85188ff9565","1,994,907,779.30922596172","No"
"0x5d4c1cdefcaefcf93496201a7611be4bb8e73f1b","1,986,057,294.3046280208","No"
"0x51c93230edc209f77e819f05e27016842e9e3672","1,895,211,749.441906953248162205","No"
"0x936148bfb1418d3b9c2f1af69a1c58b9e71924cc","1,880,829,560.557151138401709176","No"
"0xbd36cc0b559ed0be59fd037610d38e8041fb6b55","1,880,218,191.964986859650412622","No"
"0x2d6323cc438b96f0ae942280762cc507b5398563","1,857,000,733.899435851361223092","No"
"0x7a33f7d662ff69d5575bf707969f4b22ac25ce3c","1,856,498,023.002400935324245787","No"
"0x00179538008fe5640ba4fe570e4709d36dfe525f","1,850,773,869.342399696120553893","No"
"0x2e309c698c94ab1fab905974db448a8fda9cfb71","1,842,580,448.224986653247896765","No"
"0xfbc4d4ef80fd0cbdb2a90e55d5e8e1aec2124c12","1,836,307,111.843029374952614601","No"
"0x0b7be01ce102db02d25ebcf7ef7ab4042f1f67d1","1,832,213,507.745864053458953288","No"
"0xbb4d77a6c85b23812889c45325057bde165f9d3d","1,826,256,086.114492671175047957","No"
"0xba6ff44e101240f71d0c1ada83d12a66873282d7","1,804,375,973.789259326426625493","No"
"0x140f6e75d1d52bb68e7bd3479e26ddddb8ad6f7c","1,789,579,376.07365998785514711","No"
"0x04ac636855682835d49578504b6206803caee205","1,788,693,720.963334979816804024","No"
"0x0114be4d9d75cc294331f1cf3bccaa0353c8c6b1","1,777,350,811.514523699564359652","No"
"0x242ccf0fc75d0096db10d1fde2678f58dcc948ec","1,774,567,811.198364629098600062","No"
"0x5288516652c3f33e901e32d275f921cef83d22c0","1,771,694,407.93265250390464396","No"
"0x475ee2ba2ad02f95177e916a0678819c0ea05b4c","1,761,040,995.374971471161896712","No"
"0x6bdfbaeb73a57faf4c52e95eae971d885d79b463","1,754,708,926.968287774828440011","No"
"0x424d27426ce4aa4e310c43c57778213d6690e430","1,752,839,340.04733814","No"
"0xe949c0f6052b4d684568967e57cf6cbe6ef7a8f7","1,741,509,263.94367961136","No"
"0xe64e2316f1917637c0ada7c87704770c30319ea1","1,693,045,022.324011303039325904","No"
"0x46205c48365079098f9a927a4a444650c2dfcf52","1,674,016,701.925301980355673692","No"
"0x75432925a854c129ac7ad72ea9a43af5b3ee2e35","1,671,347,461.330532197318732517","No"
"0x0000000000000000000000000000000000000001","1,671,267,635.263462772436549107","No"
"0xd3fa14072a272d6e428ba87c3a91cc968994e30d","1,668,097,945.889785061624724774","No"
"0x431ae05074e16d81c890e279492a16bd11862e60","1,655,168,675.247230273858676283","No"
"0x2f4e6d42ff6a68497656d8788ea2bcc7d04658b1","1,633,333,330","No"
"0x2d4151a7e74763d54192b8a2f6d63cfdac42a945","1,615,192,908.288112361182173836","No"
"0xc2e0902c73e8b44f4e0693e3fb4e12a341fb3b9f","1,615,144,414","No"
"0xa82c8e314133014597642b5a3701064181335c8a","1,605,358,339.67152590113892845","No"
"0x19b15192d21f50e0b52a131140b6dffb756feded","1,601,606,050.483111972643386324","No"
"0x1570a279e8b06b5065d8059d4cce543056ad841b","1,595,392,078.47404279603740909","No"
"0x120051a72966950b8ce12eb5496b5d1eeec1541b","1,585,482,677.207929433477426001","No"
"0x46a958f23865175f4df0c51394ca170647a7611e","1,583,903,925.58675157184","No"
"0x5dd0fec39c074bf791330972d9ba200931c43346","1,578,500,000","No"
"0x9a3073b2e97847939cf48ede492ee1a3e60b6223","1,578,106,272.692218379514982771","No"
"0xe8ec5cee980d00974cb6e1ec4ba03896ae9a4fd2","1,572,897,939.468999920822853797","No"
"0x6e5b3065b292c3d4c666726f2da3e73b44a0b01c","1,571,170,582.196955334179506992","No"
"0xd615dc11f848d4a350f5fb51fb83895ec4f31b5d","1,570,124,858.462499546766717149","No"
"0xda5dd51a8869aa961b13a3fcae5ef5e2cd565bef","1,566,330,722.451543952348490615","No"
"0xe66fe197a0400424b82a7b3752ebaba6ce8bee91","1,557,255,657.13991597848","No"
"0xdd6b7d1d198d7f9b7dc3a6e9da436d253bac2477","1,551,494,236.327485567924070292","No"
"0x1e28d22265ec1708d4ca68f9b90d573b21efdf08","1,548,076,260.637490069401474456","No"
"0xf291eb36783ae25ae09e478dd3a619afba36638b","1,543,700,153.96808000156059738","No"
"0xce90504dcd213fb252b5eaabb8c2dadf7ef899a0","1,535,863,850.524403862801511768","No"
"0xe27af11510d86869c66cc12aab59a4108411207d","1,514,447,864.313051689133629021","No"
"0x7315414f3f7b0bfdf72b5a779dc3ee6ca4ab0d57","1,512,076,232.418701139373851792","No"
"0xd28f1b90f252bedac7c9c25b8270c75abc4d8f6c","1,504,112,725.195685087509503707","No"
"0x1ace802ecc4e99d8f1010a9853e2fbd5edc424db","1,502,567,688.391269307634580166","No"
"0x6a339cea3f16df5ff5efa319d5d883ac5b23ac6d","1,499,044,440.307180207761779899","No"
"0x4c3b25ada4185d7bd6572c5a8f6d15ea8ae063e5","1,465,385,315.022914096727200848","No"
"0x217aad59f3f5784b17ca741d72ad2313e5b06a83","1,460,480,669.490884003079528965","No"
"0xe58bedbbb296f5a7c8ed1c2177ed0b28274c3942","1,456,334,779.381757242669698524","No"
"0x479cd4c24c567cd18520f0d087acfa5f89fe6c89","1,435,049,678.292602058271950908","No"
"0x17c3919fa4b1ee3ca8b952cbbac2dd8f61ee53dd","1,430,224,800.847145147167904456","No"
"0xdb0b9c92cf8617384b66eeed303a33a3a29e686d","1,404,513,763.84876296","No"
"0xfc6a5c281cb40049e915a9a21da05aef411c6e05","1,401,776,157.026261177713162515","No"
"0x2ae0bda4342d3293ca5a6278fce4267f6870d93a","1,377,198,273.9492035928","No"
"0x81ea335d90fe0931c17d17d6ade8dc74a931982e","1,369,745,286.093825650155489801","No"
"0xf7b9ec5dba1cc5af5bf1bae7172eea176f74f36d","1,368,046,022.625874459828867417","No"
"0x67608a6cb71ed83cc406905ce29375d2c69be8ae","1,355,453,732.206202770765270394","No"
"0xc493bfb71bc9126807e85310286aa004b2a7da1a","1,345,223,227.401368137447867288","No"
"0xbebee55379656c469945fcad01e7e2d54f672953","1,323,049,957.311118758907198528","No"
"0xa626e0648b361c4acd9678a01b7b3f86684b629e","1,321,543,363.743328450640029766","No"
"0x12236e695db67dfa05066a2b8ed75d48c379e925","1,308,820,685.68443024396","No"
"0x2db12bd1f308d5692270100001eee9ea7d2f8953","1,304,936,267.21437260937853862","No"
"0xd69ec3a4498e01091b7a0b6c2f9d9771280709f6","1,301,840,370.673939054285423474","No"
"0x1b1668fa7bd863fc859db0bc9a97fdaf3937f5ac","1,293,657,524.997747829554764354","No"
"0x2f2c47776abff809bdd7604cce70f047e6987e5a","1,281,585,442.188579791245189691","No"
"0x48bb2c67711af3e3e4ed5e17cfdea44ed4e03855","1,278,193,834.468143304364563177","No"
"0x3e1dcaec5d9ef80b309c6acb563d1eae63b030c7","1,269,702,438.943681055558033233","No"
"0x88b751a0ab7e91c471eacdf584ab75bd8a92ec26","1,266,879,595.947630697959488371","No"
"0x22768d7990d801c48f1b1c2f350594914256fd86","1,266,571,884.403746554459331329","No"
"0x0c90cce2ca34d78e64f846389a1d36944b490370","1,266,403,387.037627469249837333","No"
"0xc2cd26c2e5be47d778404825eeddc4559b61aae5","1,255,597,142.754976310615522251","No"
"0x80aadb68417ea59504091296d9ecb42641c73b4f","1,252,967,206.408901415314673968","No"
"0x46b9573ec4cbff6c19ba229ffa42237566347f80","1,237,391,303.203249578726382775","No"
"0xa76ce6d78ed957dffd150e30221b964c0e128888","1,232,632,598.995475569878991126","No"
"0x663bba7509da1bce9ca4f77b8d97241b77924a74","1,231,268,481.174889251432878024","No"
"0x56099b8ae8c8d3a680fcacfec2a76929ee22d6a9","1,230,683,669.796518592471347446","No"
"0xf7ff839f4996aeeb22c76d2d9086e719072f6c99","1,219,924,990.489120666196136922","No"
"0x46f76185ba2c5f2d80e3a7b4c33fa94314d92971","1,211,985,213.102626651192270897","No"
"0x92c4328d4b8bb93dba87f3634e44f79be3fc450c","1,209,846,903.040101914183208641","No"
"0x0d1e4d5996bf1586681e927f735de0bf785b5ddb","1,203,286,719.411562452237246916","No"
"0x78e5180b312fcc034837b5033acd630a5f4edacc","1,200,000,000","No"
"0x1ba3def6f078cce79ee37d1dc8a99f7e1dfc7fab","1,200,000,000","No"
"0xb0dfe1d0141a4acb5f61ef455680defd1c7cd3ba","1,190,093,388.671804550861655864","No"
"0x9dc7ea4aacffee5dc8a9560be358ae655fb2a17d","1,189,920,404.352124189328753499","No"
"0xae61445d1afa978a2b3b764e1e7710a223bd1aee","1,180,571,830.082120103184448008","No"
"0x5dfbf23d76b22c72a88dce9f5733fe14f4105bec","1,169,353,090.629387334827305602","No"
"0x84f648bd1f17a4a0ca25bc7138f382ec00965e53","1,162,247,528.034606883721695613","No"
"0xc3ca31647dba2852945300a2efd22d7084374113","1,147,363,833.568269418000122329","No"
"0x06f37b15a401745f43fed24cc52676790516eaf6","1,143,795,747.584539954397852659","No"
"0x41607917dffa267c9aeb6afb401a60d3bb78faa1","1,142,652,589.656554401677148602","No"
"0xb8b1db7f26efb17ff92dcd28d317d5936a3c3196","1,140,391,302.804714641850580243","No"
"0x42b3c20a6e752eb3698b6d1b942e438f30480b32","1,136,447,109.830095801553506632","No"
"0x1d97e9aabddbecc8929064858ce0c4e9507ff760","1,134,202,701.661756874410147015","No"
"0x186bf065cb4640a2bbc024d71032f0050408e7ad","1,129,775,918.07560544","No"
"0x12a43f29c294ebee26d85b96e468ed0b3e1d406e","1,123,333,527.592768628517853821","No"
"0x2b356ec9657631bee8bd75bf58f413b6b39542fd","1,123,054,261.993305608059857334","No"
"0xb2d6958ae584c92436e2050ead1aa47c005bf1a5","1,116,340,165.961543686892653473","No"
"0xaffebbf1a6a33368f5aef97073c7cc6708ad8606","1,110,943,810.126878469378851705","No"
"0xbc905a62c5b020bf166502a7a5d77d7774c21e5d","1,102,712,741.196461668577669374","No"
"0xe146691ad1927e281702359cc6b817f9f998158f","1,088,810,307.149585999656705716","No"
"0x97198a9342a0eeb83f79fd70e9fa9bbf26d7754c","1,088,808,313.960575597683921118","No"
"0x5ca61e38f2d27756f67bfebf6eb7f9f95a5b569b","1,082,751,600","No"
"0xdf0a2e1b48b467c3abc0eb27ea6845bf0d897c5f","1,079,800,979.857024295726243428","No"
"0x495fd60ccb04b407c2eafe2721555eb7d919f99e","1,077,213,329.322004863515298273","No"
"0xbf46a0b0b4eddaa3654f34314a8239ee912068ed","1,076,573,121.509718594792224225","No"
"0x5d34df81af57f6efcf197ec50083e9ed0432edf1","1,071,650,549.333942985950408533","No"
"0x5ef3df1e07f5ad5344f7bdfb193cd74e66984932","1,070,098,487.876295474402399983","No"
"0x27747d45fd5344f70fc292d2c20b758e123c690c","1,069,234,453.678900818744336763","No"
"0xa6c091d8354aaaffb88bbb9fb646f661bcbd9a87","1,064,551,950.339687867003725787","No"
"0x29e512a8632609725efff6d4eaef2a96a4580cba","1,062,507,856.524060377729630072","No"
"0x434f210c5554d8f4a9b9cf728fa08855c71af5f9","1,057,918,592.550900820045206091","No"
"0x34d7b051d33abc06f6d92949b6afe4bac114cca8","1,055,445,503.040000000324045056","No"
"0x0acc6b41365c1f134cef6caaf5106c1b26b3afac","1,049,613,387.422343048087293686","No"
"0x1eb781d269cc37005f447ba95e70e07b1289c4b4","1,047,960,763.78250365934736","No"
"0xc5d4e8e0c0198d2675372eca37493e5a7742c216","1,046,602,932.254131538346542751","No"
"0xc0f0238c336cb8eb85e8ba866663db8c9b21fd88","1,045,148,253.337782894217950861","No"
"0xab577d899387e8a610c95901fd232a0b80883784","1,044,368,678.718686208","No"
"0xde99d90bca10ba6c2d3df2c0d52aa8717c3aabdb","1,037,487,222.654683517311095179","No"
"0x38aea79af6f75882275c6d1aef20e0ea47f9ad3e","1,036,928,752.547177861795602838","No"
"0x980146cc5793faad3c6186934efeb94e4af1a435","1,036,538,907.874018829089196977","No"
"0x4c2154c63d83fedd77c4c037371a69dbbc6b88d9","1,036,187,034.733435980501938812","No"
"0x49cbf82ee60beb3c07597bd943df4fbcafa9ef9b","1,025,006,133.289435953010641791","No"
"0x3f36f78d285d8f30d2123b11affed4294e6002e0","1,022,697,405.249149534143128955","No"
"0x4053fb74281b6eb21e798dd28aa9dd95064d3f3d","1,018,201,064.2024532311312","No"
"0x34fb5617754a4396ecff1cc904e4716243446b95","1,017,363,468.994146636639680398","No"
"0xb425cfde8205aefa9ac0d08cd144da05bdbc30fa","1,016,974,727.5751015488","No"
"0xc22d98c2b4f91735a323b5a202789bf0eec1ff21","1,016,010,178.178441776669795339","No"
"0x99773e99e3306731c82201bd3f5cc13655ea15fa","1,015,349,313.779400356286169303","No"
"0x280e5050b67f842dbc35d3e56875304ed62561d7","1,011,087,207.290187722359036203","No"
"0x35816637218990f732de3e7f26a718e93585b3e7","1,010,000,000.995999425452959163","No"
"0x9febc1bf5990d76b3bfc6fd4b7e9a3b31e82e8cc","1,009,576,709.415676289075904873","No"
"0x54b6b8d267b6389e0e4ea16534391ae0a0e3b67a","1,007,525,946.196651846713951965","No"
"0xf1ff900651aa45b87a50c3a73a7277ac0ce31a2a","1,007,369,916.558026787978132931","No"
"0xa219eb27c2ad815c08540cf86fdc88a0ab07866a","1,006,886,391.225231604118504027","No"
"0x73b026b45b086c1a8f27bc3743ba6db4d2405764","1,005,216,357.224285026986291306","No"
"0x1372c51ca9994ea092cb28513deec61535b16d51","1,004,870,722.978985639664002309","No"
"0x54472c6037d0c3e685a4ea4b56d96e1160d87ce7","1,004,466,138.327787673258734018","No"
"0x57a2921476e608dbeb599c86561ed1866892eb11","1,003,769,579.308444077614428669","No"
"0xd60575f7aca0860b77e65fb1b3423ad1256cd894","1,002,241,034.555323739105474824","No"
"0x788cd36857f90455660a4190cae2761aec3e0065","1,001,918,266.98434842300514847","No"
"0x20775b74b3131e0212d5dcedbc36a10c3716d220","1,001,312,494.359540289546913027","No"
"0x36ec8e61141310208e3288912a708afd67cb3187","1,000,965,950.030031197101471244","No"
"0x2eb28b1252aa7ac9f2cc42a2bb66185c7717fd70","1,000,466,417.19342921586429921","No"
"0xb3bfb20debad1d72e84214ad3a65fa0eab17d9d8","1,000,380,644.839743023135670805","No"
"0xee4c04bbd5364ed2b38eb4c857a39a54d0d7778f","1,000,357,033.520254434276962445","No"
"0x4a98475a4e9e6d78bf3085ab2f5cd2fb56997e14","1,000,319,172.021895212170860216","No"
"0xa93a0b3764972b7ad337514a06d6eb11e9ef9cc3","1,000,304,907.629631350113084869","No"
