"HolderAddress","Balance","PendingBalanceUpdate"
"0x41dc16627ddb78a8a0a9c2434d257b339f346425","455,052,184.843828397921982104","No"
"0xfddcdb4685a3726b15e99f9daf338e0643a8503f","454,863,186.459244079120088306","No"
"0xa4f008042c62533efdb5e54c2d4c1731d80ae703","454,383,939.9","No"
"0x2e234ff908b2bac44b3c2130e6394081823cd4e3","452,848,989.326017353387976562","No"
"0x2cf2747d059e49e53ef4b0199a103e05ad760c1e","452,394,524.1347234978095108","No"
"0x76abc01aae0d41cce00527ad0240af1a561d1617","452,210,873.8492219888799066","No"
"0xfd17df718d55ba527b75b93e5877f5a49cae24a8","450,604,365.7363530096","No"
"0x6c564f45904947d73087cbe38cbf8b320a8fbf29","450,591,829.8300378912","No"
"0x10fb450d1a1f61285a03d65da6e5714a743c3ae9","449,765,440.076063831893396098","No"
"0xf6deb02e24858887d2adbc713bf086de776a4be3","449,546,051.59742247294384","No"
"0xe784ce0706154b85debb6eb92d54bd11ab6ea32b","449,103,632.837993856","No"
"0x41d7a6370952dcc9c7061e8f891e254020daf89f","448,374,716.226320049598223044","No"
"0xf54cbf4b5a58c822d2f78de5808ccc138ca7b906","448,281,639.752549463963337637","No"
"0x3e9e1113bb19087d4d7074de93de703ce0aa5168","447,930,883.911535902115120491","No"
"0x1c3a4e3d6ac1e2d53ae84dbc872a3fa9b483fe36","447,242,910.68303981441737366","No"
"0xc5a62986c4ead354979d37bd6e18f1ad5653fbae","446,299,601.9534122279968","No"
"0x405e9004ef8aa0d9c899c5e418862cc161bc1ccf","445,156,016.550838035714538821","No"
"0x302c0f7094fb5b25ff275f8af3ff315056f56843","444,618,013.743237991281891917","No"
"0x48630037faf73e66c2083bfc801b4911d8c0e6c8","444,531,223.773833882133793098","No"
"0x3a98519cfac1387f75fa091d27ea4fe0e1096d2c","443,596,957.452347601433609442","No"
"0xf2067abfab8bc621211935431519d41825d2f344","442,570,759.35089051613957646","No"
"0xd6210c040c90d4c3a951b70bf3f8da4449105e0a","441,832,079.667305768000702633","No"
"0xb7d8cac82b2a8a69919918f2ad3909f30a6609c7","439,421,831.571928409900064227","No"
"0x2ed06ba2204569385f3d56743815eda1e5ded6d3","439,288,267.531273750420998355","No"
"0xb834395044c611e388ede49a8ec4beb1ae207892","438,947,848.86348","No"
"0x439832bbc230d0ae79472828e271af546ba859b8","437,980,545.849153000734230545","No"
"0x314355359c39140ae18bdc2393eacb896a0f4e57","437,374,131.760394631253798177","No"
"0x7237b3abbbc636510adcd24747d090fc6db407d4","437,343,933.518717479861341152","No"
"0xa84ad546d74ba68325bcc673ef789d90a4acace4","437,115,694.278247182334516305","No"
"0x735f0ebe8ea847853a0360d9e8be0af2c066aeb8","436,989,512.50618169645676522","No"
"0x9d8fcfb480f964f6fbbfcb95793722658ecf9b22","436,488,414.212969626874335787","No"
"0xa207ac236dfdee6f885d0cc1d0c8100b46fa91ee","436,216,088.984729376177362499","No"
"0x4140056231ff26ad38797a9977f171a478c59825","436,012,190.552356524279269189","No"
"0xacfd5a54cf75f89eee2442189ef4d92ee5a49f8a","435,606,997.99474890227914917","No"
"0xe52b9c9bafde360287185a6b21df4f87201afc95","434,944,139.699114452106543132","No"
"0x6541caafe1e94000b216c216a6bfd27f6f91840a","434,765,298.107319827002748559","No"
"0x99fb5903f617c7328895ef81c8bb325cb100bec7","434,136,253.233372001294092171","No"
"0xd71b0b79d9c23d59a4930f5addbe1cd954f6c776","432,716,654.187280096204185693","No"
"0xf9376b965fb2c54f1ca77fc03955e438dd225021","432,372,327.433640648566401028","No"
"0xda8633ec1461aa9498426f715acfbeeef67d6fe0","431,679,071.65549221661888387","No"
"0xbec4d701f68d4f5e382d7c4b7d3fa3081454808d","429,864,271.464","No"
"0x8a3303b9a27afb6918914736e4c5810834be8293","429,797,212.373061276685264067","No"
"0xb78dbf1c001826e6fbac886a990342a35ce279ce","429,393,880.239016322670893295","No"
"0x7dd64fd9f7fec5c12136860e6d6fb821db207848","429,379,368.795003125541709824","No"
"0xb1715b8801b0b7c45edef8bb98fbf1e746cf195c","429,061,544.217033435129663258","No"
"0x8411c39eecc2588a7680d054f0b8f5ac45ffa56b","425,533,191.18072","No"
"0x7e28242208fab4ed1078eaffaf6f917610a2701a","425,105,292.968762405805736196","No"
"0xa22231bd9ba121796fd30a08397a8190631d1dd6","425,045,587.385168562625689925","No"
"0xffc681a90b1c8e13273511d5ce73130f46bb4d54","424,811,040.965517814287779128","No"
"0x8f285a5bfb552d8331e8bc70ec52f850b8bede5d","424,778,426.87554139844","No"
"0xa6546b45f1896d962275b36333a21cd967249f2b","424,015,974.760408348774063039","No"
"0xe9515250d3037a1c08171b9408d41d9846629997","423,845,895.472207548460450081","No"
"0xe0b9cbc72bfc7e19bd4612cd41525f2b7d8923f0","423,256,145.201678803585908939","No"
"0x656854fed9b21c70fa49a4bd4399c6f0a163267b","422,551,929.858723132","No"
"0x4b7d3c5d486aafa223b31e9edc7f0869af88b37b","422,455,767.64726231656","No"
"0xe146a0a26812459299cdc89a61b654f157bacd86","421,067,316.607318608524993721","No"
"0xc70c75584361ef618e8510dbc17d82dafcb40868","419,524,041.538537078827604215","No"
"0xb636fae37d3d2a74eae4f443a52db0dc942cf414","418,728,822.175491114002935792","No"
"0xe1bff4202ae832d1e6ab462f7423b1f2ed7fec91","418,577,895.663461637168","No"
"0x7d31efcd3a1397ffd1f9e1101a12526df4b303ce","416,460,497.994020688296811706","No"
"0x2f70903a9f607998a7713c9b015d50f2d97d744e","416,129,657.960410474126789858","No"
"0xdc69bc94bd2623f79f4f142357f5a7e753288637","416,075,521.056245542784499651","No"
"0x349da281fa1a0638bea92b610f4236b558a5ffb7","415,980,446.033971194918510344","No"
"0xfd0114db96c5cb78134689eebe65a04728d7e938","415,918,998.76088621508","No"
"0xd48be80e72f2b81a36bd3d5ff0c67cdd954258c9","415,149,948.381268347808939277","No"
"0x760e379cc182f6561c2f6518949a04eea5104f4d","415,018,278.132701968741006227","No"
"0x1fc2afae491d11fbdf34a3f31cf93708793383dd","414,273,696.70213851743866004","No"
"0x1011d8b944ae00f89bd387964d1c539a2375e15e","413,825,297.114172081574811645","No"
"0x51547c9a8ffb0f1fbdee0e43a2784dcab3eb88f6","412,887,598.186411417282994646","No"
"0x32046f1ff4a0757c03e606bd90b4ba81665bb223","412,697,020.821527203333485213","No"
"0xf8e6f5c2a1f2b1a5a4d831e154ef91cee6fba29c","412,488,182.829204424358544833","No"
"0x9128da3963f0bf3a4ab2e6f1897b9f52aaa5573f","412,162,017.220633030323480687","No"
"0x358ffef4f02d829d013c46d4a60b7bca3b224063","412,088,033.550461923116297103","No"
"0xb8a12b9e4a319e34ec71d55a00f73e0334ad8e87","411,682,660.623547505240280461","No"
"0xfabfb020725a201edd88e4be5b1539a5ddb0e824","411,003,850.481305947249290163","No"
"0xee0d82c21756284ccad19898192523a152c38082","410,602,034.871399988982023968","No"
"0xf931287f4d9406a5aa0fc0f1ae272756c0a44cfa","410,191,254.5966123268","No"
"0xecc353c7ff7820c7bb5b9ea02554a67decbf2ba6","409,978,644.543911490124627071","No"
"0x8ae95034b517ad8bc00fda2691cb251f5e5d496c","408,803,856.1159804476","No"
"0x221562bb813ae8b072a9240bc1a84a0ea19296ec","408,763,272.894506419983729937","No"
"0x1dda44393864e8760ac8186372b0c1119ce311a0","407,602,607.574507320337481715","No"
"0x46fbf1ccd65e199260af2022f35c4aa11493006f","407,447,536.100041381326626422","No"
"0x4ba1894012d35145377e33dfe691b080cca88c99","407,378,731.4231635776","No"
"0xaeb25046890d0886e9c3695f530db7158a3715b3","407,268,647.161088833738117645","No"
"0x0c5e0b1e1b28eec527ed3fda297f2bfe711d9940","406,822,549.860014563122468502","No"
"0xbea35932b2655ca7cb6498db0d21f48c7c55b322","406,621,536.79758892864758405","No"
"0xc711cab7a164bfa637a5f8de0c65e0c21cefea4b","406,617,845.371226084899715783","No"
"0xfd745e884b0d1b33101b6015dc925850ebd5806e","406,202,695.541892846902585822","No"
"0x0df231f83ac40c21b36920afc7371df014e80f6b","405,715,215.228202401953259456","No"
"0x5d5f68cad8d45577a1ed91da8fb4bccd854ddd2a","405,591,443.43393722085744","No"
"0xa6408ef1b91bbb0d0050222be4690209085af8aa","404,264,449.451825501040492996","No"
"0xf011065f74b68ce0f07146aeb8f12b3e43612a82","403,846,669.440377040472863689","No"
"0xd70cf5cfa19eca9af10ef3b62bae57458058d2dd","403,287,408.198942767989636698","No"
"0x5af1e69576486cd0674cbd67994fd445491a5bd7","403,142,851.122538280970866193","No"
"0x7be0d51b4c5742b17f4bd04fe28e931ee85ef0e3","402,933,619.374211157148242639","No"
"0xe97a36287ee7f886401864425dcab53b3fcd6727","402,673,111.652939268146105835","No"
"0x3618d80959747006367f51af70bdd366d2274592","402,162,983.65510930121893719","No"
"0x539b1dbfc77f67745f1ceff4241ce2d21c1e9ff2","401,732,087.370637076480055633","No"
"0xea7bf8db5c770e93551512fae714d3339658c5be","400,525,281.914802692291711255","No"
"0x20164ec274cdd3ba87d6b19da43f424b547bd112","400,083,584.617028863992416736","No"
"0x11131f2a7e545d9997208b5346843354bee984f9","400,000,000","No"
"0x2c12b7f2580588d0aa495b81615ea1073229b698","400,000,000.000000000000000028","No"
"0xb367391ca6a80f9faf1d60cc2b2d49fde76cf573","399,772,442.868755529913649491","No"
"0xb52019872160878d753c683a409b90ace2b99322","398,677,592.353137537246938147","No"
"0x0bc26c497e8c8b1a28ef18bcebe3b904cf8fc053","398,561,988.077108257003032147","No"
"0x156163d7e6065eeacee8ca340f1664cbe5cba059","398,400,000.00000000012673064","No"
"0x4da89559758c17242af46f66ed5ee060c80eefbe","398,400,000","No"
"0xc92ba63686a2546c0c04358fc92f0fe8da1b7696","398,054,983.722359062601772788","No"
"0xffa0dbc15271099569d940a67f0b1e722e141485","397,465,635.076467380554292447","No"
"0x397010069bff658ae818512ec07719a53f90a6b1","395,928,701.336128107177679092","No"
"0xac7661bd10af8a353ce219b754e945fae5ef78e1","394,787,980.851996","No"
"0x73e36b2336aa13564f451125b322f72669f72731","393,913,421.63223617184","No"
"0xeda10bb85229d60ce2145cdb96fcd4b31b3dd2da","393,761,418.445206581440788432","No"
"0x780384e0842a29e43d7f8769dfc265893eb8ea9c","391,680,711.504071208984144079","No"
"0x2d835835b3e530c03faf28f63c2d5ec652505c86","391,659,749.249467466090512187","No"
"0xe6680f981675375ef41fac4d826305fb2f459077","389,991,101.36737615335124961","No"
"0x4962e8898194c0afebe84f00fc6e88cde637f7b0","389,969,331.343036167343186737","No"
"0xbbbf3a77c30ce9e645eade8bb9c20a9020475e27","389,131,497.01077829152","No"
"0x8de880bfc32b91e233afd7e1936ccc56166e994e","388,586,215.497723586714163003","No"
"0x65abdb2d61dded9c8466c6a79528d7e5bde0af1f","387,932,693.65003418112","No"
"0xb82c5ed71a135977676a608270eb2047fabb0538","387,901,222.6146","No"
"0x892701fcbe5de029e4134432d8ccc701b024ca06","385,935,915.558078274809674159","No"
"0x8afd6ccc9bfc36c3511a18283f91749446599a89","385,606,879.214600171971901005","No"
"0x78e9b829f31a9f5e853dd42ef0306dbd77a4de24","384,691,675.38252","No"
"0xb82659f7a53ee1e3f0ce0c4dff6f8482a2ed20bc","384,376,879.995998370891804507","No"
"0x429c025cb7cb92a3abe6a40a1fcd1e6eb2f5cc59","384,073,104.616418449186902088","No"
"0x93d79765ddf0e25eeade8536975ce6dc2c092989","382,709,745.692524491958422004","No"
"0x10c3c1b86fc33a8c3dd6a5ff27353dcc859b5224","382,634,702.332073903789698324","No"
"0x3a7bf1b7da1b1ab899db9c5f03ceacc999494a9c","381,831,548.235443240919910024","No"
"0x19c58c4d45e49ada0e7a3ea05d777d242b3fd5f9","381,275,779.884996622810199797","No"
"0xfa715de5a8e1e64230aa5bed3afa67f40a28413f","380,004,099.618","No"
"0x9c97d119249456275f8a7a5d549bbf1b4411976b","379,728,043.179535816793700883","No"
"0xdd5f752b346b3f87cb949da6ea51723d9c135fa9","379,366,665.652377967805195043","No"
"0xe31e3d996a6fb913cbe3644a2fabbd37e608d4a8","378,492,971.621268661896211655","No"
"0x14da646276e44a7e754b777891241706fac61f32","378,330,135.621456822420547273","No"
"0x571b57d382b082340cdf80c6a37254e82d0e529b","377,466,422.127774532928520255","No"
"0x98e687f21c97e134a2e2ee9e5bae65b140c2e7b7","377,466,368.271907461725215326","No"
"0xcfbb94ec96e9214b4aad9513fc6f4b8577a3fec2","376,807,758","No"
"0xeb04e37d70439cd2c14486debce2963a9ce4f494","375,285,408.897204682431065018","No"
"0x45d5464fc1513f96851b730a07df77abd3448afd","375,033,152.8804164","No"
"0x45d133227e2f4f3ea5beb681bd078eda5ee72223","374,622,943.099952040227294188","No"
"0x031cf51c99db6b0db569da980752438208481eff","374,396,400.000000000395201401","No"
"0x41b6f81861df5f006eb90a41d8a151f7fc739cf8","373,231,707.148840671595218457","No"
"0x9ce4635867d9de6bbf95f8006a81144fb140c069","373,150,463.225684221352215444","No"
"0x9cdf2503ecb1b08c59ee3e3adb6c6eb57f61131a","372,837,495.228778385377059754","No"
"0x152b7fe17e8a5c314f54bede2bf0d5fbb84c754c","371,874,481.719830775357968549","No"
"0x1f7662136ce68d9fc1d5e50dcecd6b90a8749fa3","371,616,540.519694278527932882","No"
"0x4e677bc7c007885576cde8572499950d2bb29f60","370,718,819.508127355891587741","No"
"0x355d76ef713957b964bd8b8d1cf039ccb9033674","370,362,346.68449402176434455","No"
"0x2953ca385732e743bef8c05fec32aa14813abccf","369,938,658.908616192","No"
"0xe84b3fbf5c5e9f993cc62a2dfb9f433be81a1390","369,894,786.79686963815808","No"
"0xf289d728f3a0857d72c906c04d6f348a415d0b5e","367,632,697.782051891999229856","No"
"0x4b8f88a7f8e17352f0cf11e9f23211aa904cbff0","366,690,959.091959206529323773","No"
"0xc7fc03165f09c2f3f4d70e24f989447520262f16","366,686,670.90504108408048","No"
"0xbec3f80d2f6704cfc78c3a8ff4527769ca4e25f5","365,348,037.971277869370567384","No"
"0x23b6615a33db93f678f07995cf6fd0ae6b34adcc","364,454,608.947304543375195689","No"
"0x6c623db336053439dea4c4219d4ffd260536a845","364,297,420.81932","No"
"0x6121e69c0c8d305b77fed35b806f0c1bf4bde97c","363,731,411.427883548500183213","No"
"0xd0b1fa1c78a1322bc77fe21132c8fa1f786ac740","363,314,343.05022964147203674","No"
"0xbdeaa8a16f2764c6be58438653142e640864c0fe","362,538,044.395878770462783629","No"
"0xdbf92666a7843f217b75ebb59861e70239a3a33d","361,973,311.741406611611822515","No"
"0x56954b3497acb0ac71099a7d92af30b217ab5fda","361,924,716.792213241576320924","No"
"0xf4fb47560c45313f6924c8f546a9b7785bc37cb6","358,976,181.199258732472267992","No"
"0x500434a7440551d220b700118e2014b7d0d1bdab","358,897,253.3987672496","No"
"0x90fe08b49407d735ae59960222e6286f2190b002","357,759,218.254787073551098922","No"
"0x6244883834a8ee80722ff08cc3db14d9b79fd1ad","357,484,493.352664587497828959","No"
"0x4c743cd7def49dd26dfd3b7f41a8b245359a0135","357,009,120.048490292192863432","No"
"0xfa9d8e4910926b24df50468fd9d6b34a82f4b8d9","355,013,564.675951082727119297","No"
"0xc5e452b70d181dd7c116e2d814306755c3b3a3a0","354,979,297.51725","No"
"0xdb2fdf3d65d9dd68c9dab8f3e7647be48d6bf9f4","354,260,714.341341515904","No"
"0xdbb31d133f933b0cfb2551e94960bd97b1149226","352,448,047.758766671234632168","No"
"0x2cb4e5cde9dca88b856d33dc529661fad30ffd39","352,421,403.109667290094035909","No"
"0x2dad6c9caa8b56343042527b95a55a0f34cd6df7","352,313,953.500240597836769221","No"
"0xd7417f269ac16f42a6eaa00d2b6b250baf249d4d","352,259,390.318740478533760335","No"
"0x950dbc7c5922ae917505633ffcd90e6d16ff756d","351,240,177.766307961692934506","No"
"0x39212ab23ec0d48a5fbfc763d0e3960f1d32a2b6","350,703,723.240881656954644112","No"
"0xada41c703d7b90186b40328ca754f277f12d3b0b","349,936,856.820380688068537352","No"
"0x478cb0dc652af8fcc82274b10202c976d5551e3f","349,816,811.151129583908455249","No"
"0x450df17fb8d76cd4681105f8dc4739fe33c22e0a","349,646,907.30153300711269469","No"
"0xa9b1e54a709878795895cd4c0af1c54ab1beacea","349,107,322.335969330413708163","No"
"0x37661925618170110d013953d02024e3e9e12bf0","348,914,242.060603856454865307","No"
"0x56166f514d7bff147f8c8e4c8730849876fd1e3f","348,293,178.046057960061957882","No"
"0x2a4873f73ed942b00508023f9e50bf45e1ecb7d7","348,111,334.432231340241997118","No"
"0xf4cfa22265ca6fc912072e2fa9d7547d2665d018","347,555,211.2304763","No"
"0xbd95c404c132466908f724facc6591b49cc8c3f3","347,182,044.850415230426556877","No"
"0x294934484f828efb2d1e59a4df27a70bd5c3f788","347,152,642.452455897023075461","No"
"0x70afaae015b873d4cdbc0555c28f42e2b6c7cbe1","347,121,161.7450574506","No"
"0xda23a3787e4ed12df2a08705c4b174ad471bfb03","347,067,931.560573607378165201","No"
"0x9da3d47d0ed7f1bfa99af7ea3ad8334486a44d19","346,483,925.851685204690404192","No"
"0xe527d7b7ed44145df6ca7eb31552ef778ef4217a","346,269,215.440405506508989576","No"
"0xd9aeaab35ff4405dad95add30174548cafc59677","345,678,265.0420008347620399","No"
"0xbaa68353fd63cc44fa2ac9c77faca4c588d5a8ae","345,532,186.534010041497082835","No"
"0xe3e773de5b8d7e59a47593da924e2a23e6720827","344,902,677.0292850772","No"
"0x9bf7b06b1a5b10a895b40dd7c2da259131960678","344,146,427.123430007916724102","No"
"0xdd574aa02c8b637ef0ce4af5258b16e9e87f98b7","343,806,782.850783123703497962","No"
"0x671d969d83a0a1877ed6a2de70745acfd43ceec2","342,427,517.042845342372450038","No"
"0x5ba4c7956fc10d384b1d9850796cbfb7da319d83","341,878,665.83095552649871405","No"
"0xd022080a9c4e1aaca42b2be2053b826607ce9342","341,807,124.770251610283624694","No"
"0xd275d6347f9c620ebad0bfe9ce3ca2da30552208","340,000,000","No"
"0x34ea084d8fddeb53cf6cd51ddcefa6e46a9db2fc","339,646,589.159334599674335385","No"
"0xd6d3172243b6d31c8ced50c1494173aa5691c29b","338,681,464.476","No"
"0xc87acee74adf6ebcc2d2586ca4ac6f4427bd03c6","338,200,023.344569551034985746","No"
"0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf","338,081,451.255889492203755507","No"
"0x1715a3e4a142d8b698131108995174f37aeba10d","337,007,260.436553928212580001","No"
"0x9b1366816004a34aa2207d4b04862cb7d9e9f5ee","336,851,802.63552","No"
"0x4a11bd19899bb7acda256a667e17087f75e49df0","336,822,845.382442392872319374","No"
"0x07ccc029032de7982da8073071d033d8d650c5c0","336,785,733.217442259907181405","No"
"0xbfe6f395ce06a1d2f212dc2f4a758022ab05039a","336,525,306.5522373312","No"
"0x68af6ae064759b6253fdca00e03749bdd968627c","335,200,039.382435581653274789","No"
"0x82b6898228c200fc439f6a0b5bbfa2a7978a13d4","334,528,861.99330046325024","No"
"0x6ce1bebf013d5e75ad5b8f2603a36f3d004fa050","334,502,582.211703962006187826","No"
"0x25f4a95333a1a3c17707c14c1e5e53cc2994d01c","334,497,865.865890001341281518","No"
"0xd6a48c44d9ea56542d7a8ce4cd360a85aedee9fa","333,557,881.195809950781158137","No"
"0x31359faaa399c14a71e5e7ca9bc932258226b15f","333,392,502.459382248888767189","No"
"0x1ebd911b34ec04b5af2ce68acf0be271963aeb20","333,029,530.443459172553375771","No"
"0xa14161c6d3262f1ff4c85ef8e33f4a7950a4817d","332,965,637.290864148269972411","No"
"0x58edf78281334335effa23101bbe3371b6a36a51","332,962,127.242218783557924764","No"
"0xcba96e4e3fb586482ad3152e4d7168259bb42f5f","332,635,607.325716279487221346","No"
"0x8ca9a69e76458741f84a6f68e206e3d614eab58a","332,065,828.565656134333120324","No"
"0x7c707962446784064c432bd0db9ec4895e30e60c","331,915,334.062401837680283281","No"
"0x7f3193d32c3225b49f4ec77191b099e213f475ea","331,909,128.906077231087048095","No"
"0x3901ce78356b2d998e17050cd7e761b2203cb079","331,578,423.283267931885763056","No"
"0x867070fe84721aaca190fb81864f347f360e2d15","331,474,048.962297027248826501","No"
"0xb80c68f50633695c2610d2cb124efe1ab3765a56","331,216,850.421773035715513826","No"
"0x26fe67fbe0ca7cc453d1d6dbd06f9237c97c8c51","331,144,342.814253115685855429","No"
"0x9828287c2ba5b6101fdf4836a7097de32fedd59a","331,033,480.490924992529688935","No"
"0x44e8a48552d0a864709c5d14f526cabb342196d6","330,567,914.877857436747422542","No"
"0x14444f43c5878a37970006b6e7c7bf092ee3a2e3","330,000,000","No"
"0x9fe82b4f6752ee150cd9713c3f0c4f0890a17edb","328,491,577.473363796302646679","No"
"0x42a3774e1feb73eafa94e4dbb679e5377a2c598b","327,475,521.320775000087818747","No"
"0x0072203979c4477c6ec4d22c9bdca3891ba3337a","326,320,567.478270224846743747","No"
"0xcbdf633ad56cce61a532ea37a15c30dd66d29e4e","324,489,190.486977942156877159","No"
"0xef7af498e5596e83d09356adff2e6141ea0d56c5","324,438,491.799533309864563494","No"
"0x675d5c39959aca07e0a99c2c543d1d93c8c8a904","324,028,354.677391374296666972","No"
"0xfcf51cde8055a61255c405437aa83057f0c5d41d","323,738,753.6762916168","No"
"0x59c7c346112a8dc0aeb1fa0cc7c5537d62bd49cd","323,436,182.434767360913405531","No"
"0xacc752dfd0a81225439f97ddd9f77eaa574a6e2c","323,278,059.567809982842793142","No"
"0xbd8e9737e902d11e9c4399a9ccc7359758854199","322,209,765.570724047804101256","No"
"0x7f2d08ab0d5672db36da1596932cba988fee95e1","322,040,716.773233139599005968","No"
"0x5c2d982618b983817ce77ac298153f18851366b3","322,005,649.539916997100880404","No"
"0x5d8469d01dce9c068d6af563efa5429846b403cc","321,809,158.425201192978548264","No"
"0x7d26a1884882ab263ce9047e470c339674014697","321,032,742.740476138632598796","No"
"0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550","321,000,000.932","No"
"0x4be535633689a2afc7e601f95e7bf0a98f17c44d","320,739,297.567190859912051019","No"
"0xf9ae2bde2b9158966e035537f56c2e2d14ad5acf","320,000,000","No"
"0xf525e7409441743dc77b5baacf4755f4cc33400b","319,703,903.0287695347250403","No"
"0x4642f28380086483375e6cded6c4f3f8c06bd787","318,395,397.059800006845887965","No"
"0x68f98d2a2727aa61118e3eaee20a3acc11537365","318,377,015.974129912734265063","No"
"0x5393e588c9826f9bff05b5615a407e47540fd953","318,368,739.144412129446928626","No"
"0x96dff2caa26e7f021435d0a9e44646d8e8ddc5df","317,874,140.298983136105971751","No"
"0x253b2ef893825f40a35f3e46f2a8f04ea6843b53","317,803,805.112862033168894507","No"
"0x4ce2aa30e42c8596c7b73e954c3a8d557458b868","317,712,925.184946258722069107","No"
"0xa82ef28f1e9cd77b9e03b3463c15a0f25963d52c","317,277,035.5877673312","No"
"0x7e74f5ef904c879032626ed865aa169896341045","316,999,164.525797916007500081","No"
"0xdb688d2aa6e0b78471d42a74d76d8810a6b6c6b4","316,524,938.221364817735054824","No"
"0x0757ae1528ec0ed4c84405401ad55c6482f2f7e0","314,517,345.041620557825745372","No"
"0xdc2892f15930b4222ce62acce810e4a5eb560945","314,514,965.184550005779009074","No"
"0x336ce6e474f27837f7bb2a11feb6ac38a1a48e62","313,728,376.390948457697286291","No"
"0xaf109fa55c809ce50b25c552944c92975aed04c9","313,599,176.013311063308826984","No"
"0x8918febfadec81bd5c248571bd1f86af129a2498","313,204,718.54636024558522506","No"
"0x07082b6d034c6e80cbb760716c0eeaf34d147402","313,140,625.900167525234989013","No"
"0x042bd04846f4b905bf587cab6e8587485cb9faea","313,083,546.668734719704501097","No"
"0x7b643d1be015585d1f4fc328e6d96e5a5bb93ae6","312,433,188.24801935044371568","No"
"0x639ebd0728a9baef842e3b243ee7f763c84cd051","312,170,927.662441427617244911","No"
"0x8fb884672803e5375290b798af98a98a5860d5ad","311,799,268.354307752831527285","No"
"0x3c0f97ebc34ad870414176e5e9126f31166ec1a9","311,270,078.63163935397399344","No"
"0xef874f7fd0c262b7cd6324b4c537ddec6b19aaec","311,248,366.05552545993776114","No"
"0xb66da5089f983761f1d66c9419a138feaf601baf","311,009,658.284274","No"
"0xc2c97f3e08dad53b89aa20bc9c86657f07c942cb","309,863,434.16536410254850642","No"
"0x0f3dcf5286dee677df0303d11bbce60ece7fbfe2","309,562,708.903870475316592334","No"
"0x11ece59c93d384253aa91cc32f273b769a8fe88f","309,412,582.598885404031961166","No"
"0x8f253330216a6835b28fc9ea160f160e7fdf9d2f","309,395,175.136392176143465268","No"
"0x111f1393a28138606f5e88b6a3be51eb0b755f2c","309,089,693.6185397124","No"
"0x134e4a9c95ea5539a1ec592bb3872b2d6ff41d7e","308,765,327.744478895978032489","No"
"0x8a4fcb732c408fb4f17fc97e4987c4f33271ff62","307,616,389.602196325512092753","No"
"0x65001be316b155146fbd263724fbf02076dbf4a0","307,571,046.607171707557244483","No"
"0x3cf1ea296c70249136bd00c1099a89a1237895d7","307,394,432.652646979680989347","No"
"0x0743f1a9fcd57864e8f9fa7e07ee791ecbb43633","307,083,138.2665572576","No"
"0xec68353ddebba2341f44fc3f206934c32119b4ab","306,441,473.535312455075497097","No"
"0x48e894b738d5bdc4362f6a74638b6dc67e74a93e","306,063,387.525451794756846868","No"
"0x1eaa8011720c106421b18d02e907eddb6a2b2e67","305,910,596.08414692359316135","No"
"0x2ca1efbcf3a20600df02c0ad4ba15a3c43632e4c","305,848,984.672055665938024998","No"
"0x4e685ced6a9eee87ba9a69e21e879855d2c96d0b","305,563,704.591520842132023003","No"
"0xb3ba019c42d606634b4f202b094dcce99c626704","304,258,823.710169416975250377","No"
"0x8d853557048c70b172432e34fa935cffb34697c8","304,178,178.188073806414773931","No"
"0x9bcd80b08d617c9dfeeb44634d8e219d33f2c214","303,938,358.614611826756407156","No"
"0x160cd4c0b3d09b6f1a34f4c5259147c9d742b78b","303,776,463.60354292180252257","No"
"0xe4eacc16bbafa3984d3f2542f6e6d50cf6ef564e","303,494,177.412970771434718001","No"
"0x5fcb27d6be5469da01374e0dead0e475d82831a7","302,976,716.674593791559781827","No"
"0x76c8bd8dd6c28b41555341372293c1f6ad1bdab5","302,602,460.3089176557301014","No"
"0xd6ad525726c1910e58f3c2aa4a0c315480d9a34a","302,587,190.138182340020124529","No"
"0x15d26c120ad56bbfd84e50d670212431ec52ab1d","302,465,105.008172949888","No"
"0xa904bb82d852cb871bdead260543a7069a0f2d72","301,852,323.28512470559175119","No"
"0x707dd60356e8e1c606d6fd3ed6a695cb35d0c4ab","301,608,613.090808463445068679","No"
"0xba83445f560823703ae1a53a30333303485c246a","300,962,686.774187384122994678","No"
"0x209214930a563da179fca402d7780b44c30e403b","300,802,749.825514455160248705","No"
"0x29104975057c20062596fb755047c1c9fb59daae","300,515,021.678748307834867722","No"
"0x7529ca9d075f852c816a6fd23ff303f0ad9a01a2","300,000,000.878076857896754864","No"
"0xd39c1b6b13c68d9b7d0bcb84ba03d4d09ea8482e","299,986,486.088258565326050004","No"
"0xe3eb37be2f3f363562ad04eeba9b9ce67722cb81","299,378,035.81115959446752897","No"
"0x9c42599a16b55e5b98eff1d680cb9dfab85be36d","298,955,079.326975927524424622","No"
"0x38e8846dcc5b4f946955817537bd9073b4190475","298,800,000.000000000148753581","No"
"0x527c43ee99c162d4377907542c2cbad84741a823","298,708,197.551365208890103747","No"
"0x644aadb3629bba148172f6b70550b988756b1441","298,169,126.926111176457248538","No"
"0xeaf8636ecdd77581c83348de7b2a563149ded946","298,110,004.6656","No"
"0x77ec77c0119911a9ec676b461c1da1b7204a057a","298,036,025.850360382014253141","No"
